GVKEY,TGT_START,GROUND_TRUTH,PREDICTIONS
1447.0,2008-12-01T00:00:00.000000000,"[1.2354472875595093, 2.2475459575653076, 2.533573627471924, 2.5995800495147705]","[2.22419810295105, 2.1947245597839355, 2.1654200553894043, 2.1847376823425293]"
1447.0,2009-03-01T00:00:00.000000000,"[2.2475459575653076, 2.533573627471924, 2.5995800495147705, 2.775597333908081]","[1.759643793106079, 1.7876880168914795, 1.764148473739624, 1.849696159362793]"
1447.0,2009-06-01T00:00:00.000000000,"[2.533573627471924, 2.5995800495147705, 2.775597333908081, 3.3916571140289307]","[2.1648926734924316, 2.159359931945801, 2.1740190982818604, 2.2289836406707764]"
1447.0,2009-09-01T00:00:00.000000000,"[2.5995800495147705, 2.775597333908081, 3.3916571140289307, 3.3476529121398926]","[2.596269130706787, 2.5800042152404785, 2.6044251918792725, 2.629173517227173]"
1447.0,2009-12-01T00:00:00.000000000,"[2.775597333908081, 3.3916571140289307, 3.3476529121398926, 3.4356613159179688]","[2.7267746925354004, 2.720118522644043, 2.728496551513672, 2.760176181793213]"
1447.0,2010-03-01T00:00:00.000000000,"[3.3916571140289307, 3.3476529121398926, 3.4356613159179688, 3.127631425857544]","[2.725092649459839, 2.6527276039123535, 2.6079354286193848, 2.5693109035491943]"
1447.0,2010-06-01T00:00:00.000000000,"[3.3476529121398926, 3.4356613159179688, 3.127631425857544, 3.721689224243164]","[2.9789211750030518, 2.8973453044891357, 2.861593008041382, 2.8057706356048584]"
1447.0,2010-09-01T00:00:00.000000000,"[3.4356613159179688, 3.127631425857544, 3.721689224243164, 3.8537018299102783]","[2.8714566230773926, 2.794893503189087, 2.766925811767578, 2.7194700241088867]"
1447.0,2010-12-01T00:00:00.000000000,"[3.127631425857544, 3.721689224243164, 3.8537018299102783, 3.875704050064087]","[3.074827194213867, 2.9466655254364014, 2.886683225631714, 2.7810277938842773]"
1447.0,2011-03-01T00:00:00.000000000,"[3.721689224243164, 3.8537018299102783, 3.875704050064087, 3.765693426132202]","[3.0283544063568115, 2.9217593669891357, 2.878615617752075, 2.797499418258667]"
1447.0,2011-06-01T00:00:00.000000000,"[3.8537018299102783, 3.875704050064087, 3.765693426132202, 0.20134682953357697]","[3.263976573944092, 3.1830668449401855, 3.1684205532073975, 3.1102843284606934]"
1447.0,2011-09-01T00:00:00.000000000,"[3.875704050064087, 3.765693426132202, 0.20134682953357697, -0.06267886608839035]","[3.1908788681030273, 3.0879592895507812, 3.051928997039795, 2.9773449897766113]"
1447.0,2011-12-01T00:00:00.000000000,"[3.765693426132202, 0.20134682953357697, -0.06267886608839035, 2.1595370769500732]","[3.40419340133667, 3.214301586151123, 3.1084487438201904, 2.9398586750030518]"
1447.0,2012-03-01T00:00:00.000000000,"[0.20134682953357697, -0.06267886608839035, 2.1595370769500732, 3.171635627746582]","[3.453042984008789, 3.352940082550049, 3.31610369682312, 3.244318723678589]"
1447.0,2012-06-01T00:00:00.000000000,"[-0.06267886608839035, 2.1595370769500732, 3.171635627746582, 5.327845573425293]","[1.8314785957336426, 1.9287712574005127, 2.0506889820098877, 2.11283278465271]"
1447.0,2012-09-01T00:00:00.000000000,"[2.1595370769500732, 3.171635627746582, 5.327845573425293, 5.459857940673828]","[1.3451855182647705, 1.5592985153198242, 1.7413921356201172, 1.9962031841278076]"
1447.0,2012-12-01T00:00:00.000000000,"[3.171635627746582, 5.327845573425293, 5.459857940673828, 4.2937445640563965]","[1.920811653137207, 2.028061866760254, 2.0910072326660156, 2.2895243167877197]"
1447.0,2013-03-01T00:00:00.000000000,"[5.327845573425293, 5.459857940673828, 4.2937445640563965, 4.0957255363464355]","[2.5374045372009277, 2.5426840782165527, 2.5372157096862793, 2.6166157722473145]"
1602.0,2006-06-01T00:00:00.000000000,"[4.513765811920166, 4.359751224517822, 4.051721572875977, 4.755789756774902]","[2.882319688796997, 2.7484521865844727, 2.671818494796753, 2.573110342025757]"
1602.0,2006-09-01T00:00:00.000000000,"[4.359751224517822, 4.051721572875977, 4.755789756774902, 4.953808784484863]","[3.4105453491210938, 3.3203508853912354, 3.31303334236145, 3.249811887741089]"
1602.0,2006-12-01T00:00:00.000000000,"[4.051721572875977, 4.755789756774902, 4.953808784484863, 5.283841133117676]","[3.5930423736572266, 3.5192508697509766, 3.509162425994873, 3.464780807495117]"
1602.0,2007-03-01T00:00:00.000000000,"[4.755789756774902, 4.953808784484863, 5.283841133117676, 5.0418171882629395]","[3.636171340942383, 3.458214282989502, 3.376058340072632, 3.2260289192199707]"
1602.0,2007-06-01T00:00:00.000000000,"[4.953808784484863, 5.283841133117676, 5.0418171882629395, 5.679879665374756]","[3.85109806060791, 3.7252612113952637, 3.6896300315856934, 3.595125675201416]"
1602.0,2007-09-01T00:00:00.000000000,"[5.283841133117676, 5.0418171882629395, 5.679879665374756, 5.5478668212890625]","[4.253144264221191, 4.071689605712891, 4.025859355926514, 3.8701958656311035]"
1602.0,2007-12-01T00:00:00.000000000,"[5.0418171882629395, 5.679879665374756, 5.5478668212890625, 5.943905353546143]","[4.341382026672363, 4.233302116394043, 4.199711322784424, 4.125475883483887]"
1602.0,2008-03-01T00:00:00.000000000,"[5.679879665374756, 5.5478668212890625, 5.943905353546143, 5.6578779220581055]","[4.30885124206543, 4.122963905334473, 4.032321453094482, 3.885322093963623]"
1602.0,2008-06-01T00:00:00.000000000,"[5.5478668212890625, 5.943905353546143, 5.6578779220581055, 6.229933261871338]","[4.566287994384766, 4.41743803024292, 4.348615646362305, 4.241458892822266]"
1602.0,2008-09-01T00:00:00.000000000,"[5.943905353546143, 5.6578779220581055, 6.229933261871338, 6.493958950042725]","[4.707812309265137, 4.454222202301025, 4.328525066375732, 4.1171441078186035]"
1602.0,2008-12-01T00:00:00.000000000,"[5.6578779220581055, 6.229933261871338, 6.493958950042725, 6.493958950042725]","[5.100678443908691, 4.930536270141602, 4.86649227142334, 4.73724889755249]"
1602.0,2009-03-01T00:00:00.000000000,"[6.229933261871338, 6.493958950042725, 6.493958950042725, 5.6578779220581055]","[4.9836907386779785, 4.854426383972168, 4.816314220428467, 4.7410783767700195]"
1602.0,2009-06-01T00:00:00.000000000,"[6.493958950042725, 6.493958950042725, 5.6578779220581055, 6.934001922607422]","[5.253096103668213, 5.157358169555664, 5.134284973144531, 5.093562602996826]"
1602.0,2009-09-01T00:00:00.000000000,"[6.493958950042725, 5.6578779220581055, 6.934001922607422, 7.726078510284424]","[5.262110710144043, 4.954715728759766, 4.799400329589844, 4.549155235290527]"
1602.0,2009-12-01T00:00:00.000000000,"[5.6578779220581055, 6.934001922607422, 7.726078510284424, 7.418048858642578]","[5.664853096008301, 5.482692718505859, 5.399769306182861, 5.274139404296875]"
1602.0,2010-03-01T00:00:00.000000000,"[6.934001922607422, 7.726078510284424, 7.418048858642578, 6.823991298675537]","[5.45377254486084, 5.102851390838623, 4.922235012054443, 4.633417129516602]"
1602.0,2010-06-01T00:00:00.000000000,"[7.726078510284424, 7.418048858642578, 6.823991298675537, 7.132020950317383]","[5.917255401611328, 5.644406318664551, 5.532730579376221, 5.317137241363525]"
1602.0,2010-09-01T00:00:00.000000000,"[7.418048858642578, 6.823991298675537, 7.132020950317383, 8.034109115600586]","[6.4775238037109375, 6.436285495758057, 6.503345012664795, 6.523314476013184]"
1602.0,2010-12-01T00:00:00.000000000,"[6.823991298675537, 7.132020950317383, 8.034109115600586, 7.3520426750183105]","[6.358865737915039, 6.078275680541992, 5.921102046966553, 5.70555305480957]"
1602.0,2011-03-01T00:00:00.000000000,"[7.132020950317383, 8.034109115600586, 7.3520426750183105, 7.308038234710693]","[6.704677581787109, 6.4224395751953125, 6.28599739074707, 6.06220817565918]"
1602.0,2011-06-01T00:00:00.000000000,"[8.034109115600586, 7.3520426750183105, 7.308038234710693, 8.474151611328125]","[6.774779319763184, 6.603806018829346, 6.537116527557373, 6.4324774742126465]"
