GVKEY,TGT_START,GROUND_TRUTH,PREDICTIONS
7154.0,2011-03-01T00:00:00.000000000,"[2.6375277042388916, 3.18176531791687, 3.3027069568634033, 3.020509958267212]","[2.569962978363037, 2.6208548545837402, 2.6349143981933594, 2.6435704231262207]"
7154.0,2011-06-01T00:00:00.000000000,"[3.18176531791687, 3.3027069568634033, 3.020509958267212, 2.012662410736084]","[2.5751235485076904, 2.624502658843994, 2.638185977935791, 2.6481244564056396]"
7154.0,2011-09-01T00:00:00.000000000,"[3.3027069568634033, 3.020509958267212, 2.012662410736084, 0.3799494504928589]","[2.5144753456115723, 2.561002254486084, 2.5737087726593018, 2.5905323028564453]"
7154.0,2011-12-01T00:00:00.000000000,"[3.020509958267212, 2.012662410736084, 0.3799494504928589, 3.5244336128234863]","[2.524458169937134, 2.5718655586242676, 2.584928035736084, 2.6058454513549805]"
7154.0,2012-03-01T00:00:00.000000000,"[2.012662410736084, 0.3799494504928589, 3.5244336128234863, 2.4762723445892334]","[2.64896821975708, 2.6994409561157227, 2.7132205963134766, 2.731461763381958]"
7154.0,2012-06-01T00:00:00.000000000,"[0.3799494504928589, 3.5244336128234863, 2.4762723445892334, 2.919724702835083]","[2.575644016265869, 2.6226837635040283, 2.6357717514038086, 2.656938314437866]"
7154.0,2012-09-01T00:00:00.000000000,"[3.5244336128234863, 2.4762723445892334, 2.919724702835083, 3.8267874717712402]","[2.0820584297180176, 2.134418249130249, 2.158571481704712, 2.198488712310791]"
7154.0,2012-12-01T00:00:00.000000000,"[2.4762723445892334, 2.919724702835083, 3.8267874717712402, 4.612908840179443]","[2.4717442989349365, 2.522016763687134, 2.5367283821105957, 2.5698065757751465]"
7154.0,2013-03-01T00:00:00.000000000,"[2.919724702835083, 3.8267874717712402, 4.612908840179443, 3.544590473175049]","[2.5829834938049316, 2.635138988494873, 2.649698257446289, 2.679164409637451]"
7257.0,2006-06-01T00:00:00.000000000,"[0.7629314661026001, 0.8637161254882812, 0.8032453060150146, 0.7629314661026001]","[0.9769601821899414, 0.9993206262588501, 1.005570650100708, 1.0113455057144165]"
7257.0,2006-09-01T00:00:00.000000000,"[0.8637161254882812, 0.8032453060150146, 0.7629314661026001, 0.7830883860588074]","[0.9196285605430603, 0.9391542673110962, 0.9447178244590759, 0.9527839422225952]"
7257.0,2006-12-01T00:00:00.000000000,"[0.8032453060150146, 0.7629314661026001, 0.7830883860588074, 0.9846578240394592]","[0.8582924604415894, 0.8749825954437256, 0.8798760175704956, 0.8906412124633789]"
7257.0,2007-03-01T00:00:00.000000000,"[0.7629314661026001, 0.7830883860588074, 0.9846578240394592, 0.9241870045661926]","[0.8553438782691956, 0.8709440231323242, 0.875541627407074, 0.8862677812576294]"
7257.0,2007-06-01T00:00:00.000000000,"[0.7830883860588074, 0.9846578240394592, 0.9241870045661926, 0.843559205532074]","[0.9311313033103943, 0.9489701390266418, 0.9540609121322632, 0.9616345763206482]"
7257.0,2007-09-01T00:00:00.000000000,"[0.9846578240394592, 0.9241870045661926, 0.843559205532074, 0.9241870045661926]","[0.8331639170646667, 0.8473621010780334, 0.8515945076942444, 0.8634185194969177]"
7257.0,2007-12-01T00:00:00.000000000,"[0.9241870045661926, 0.843559205532074, 0.9241870045661926, 1.2063844203948975]","[0.880092978477478, 0.8932290077209473, 0.8970868587493896, 0.9057451486587524]"
7257.0,2008-03-01T00:00:00.000000000,"[0.843559205532074, 0.9241870045661926, 1.2063844203948975, 0.843559205532074]","[0.9362268447875977, 0.9476336240768433, 0.95085608959198, 0.9547619223594666]"
