GVKEY,TGT_START,GROUND_TRUTH,PREDICTIONS
1440.0,2006-06-01T00:00:00.000000000,"[1.0594303607940674, 1.5214751958847046, 0.35536178946495056, 2.115532875061035]","[1.391237497329712, 1.6597380638122559, 1.3457127809524536, 1.5087478160858154]"
1440.0,2006-09-01T00:00:00.000000000,"[1.5214751958847046, 0.35536178946495056, 2.115532875061035, 1.2354472875595093]","[1.6836507320404053, 0.8189332485198975, 1.2393198013305664, 1.3365495204925537]"
1440.0,2006-12-01T00:00:00.000000000,"[0.35536178946495056, 2.115532875061035, 1.2354472875595093, 1.6314857006072998]","[0.9727053046226501, 1.127551794052124, 1.0985091924667358, 1.315606951713562]"
1440.0,2007-03-01T00:00:00.000000000,"[2.115532875061035, 1.2354472875595093, 1.6314857006072998, 0.35536178946495056]","[0.6928945779800415, 0.5997839570045471, 1.2554765939712524, 0.7062881588935852]"
1440.0,2007-06-01T00:00:00.000000000,"[1.2354472875595093, 1.6314857006072998, 0.35536178946495056, 1.5434772968292236]","[1.368570327758789, 1.8294888734817505, 1.4474282264709473, 1.6113803386688232]"
1440.0,2007-09-01T00:00:00.000000000,"[1.6314857006072998, 0.35536178946495056, 1.5434772968292236, 1.3894624710083008]","[1.865734577178955, 0.8852014541625977, 1.2706491947174072, 1.4704170227050781]"
1440.0,2007-12-01T00:00:00.000000000,"[0.35536178946495056, 1.5434772968292236, 1.3894624710083008, 2.1595370769500732]","[1.0068665742874146, 1.05461847782135, 1.2085226774215698, 1.524092197418213]"
1440.0,2008-03-01T00:00:00.000000000,"[1.5434772968292236, 1.3894624710083008, 2.1595370769500732, 0.7734025120735168]","[0.5993303060531616, 0.6689170598983765, 1.3416894674301147, 0.6234854459762573]"
1440.0,2008-06-01T00:00:00.000000000,"[1.3894624710083008, 2.1595370769500732, 0.7734025120735168, 1.4114645719528198]","[1.3310514688491821, 1.6182167530059814, 1.287061095237732, 1.407639741897583]"
1440.0,2008-09-01T00:00:00.000000000,"[2.1595370769500732, 0.7734025120735168, 1.4114645719528198, 0.9494196176528931]","[1.730217456817627, 0.9003646373748779, 1.2374610900878906, 1.4426581859588623]"
1440.0,2008-12-01T00:00:00.000000000,"[0.7734025120735168, 1.4114645719528198, 0.9494196176528931, 1.7194944620132446]","[1.2414864301681519, 1.4268399477005005, 1.4479382038116455, 1.7317440509796143]"
1440.0,2009-03-01T00:00:00.000000000,"[1.4114645719528198, 0.9494196176528931, 1.7194944620132446, 1.1694409847259521]","[0.8809741139411926, 0.8610621690750122, 1.4181609153747559, 0.8897207379341125]"
1440.0,2009-06-01T00:00:00.000000000,"[0.9494196176528931, 1.7194944620132446, 1.1694409847259521, 1.4114645719528198]","[1.4885320663452148, 1.7094073295593262, 1.3248540163040161, 1.4366084337234497]"
1440.0,2009-09-01T00:00:00.000000000,"[1.7194944620132446, 1.1694409847259521, 1.4114645719528198, 1.5214751958847046]","[1.7784734964370728, 0.8616397380828857, 1.2126672267913818, 1.4372974634170532]"
1440.0,2009-12-01T00:00:00.000000000,"[1.1694409847259521, 1.4114645719528198, 1.5214751958847046, 2.071528673171997]","[1.035758376121521, 1.0847312211990356, 1.247882604598999, 1.5932934284210205]"
1440.0,2010-03-01T00:00:00.000000000,"[1.4114645719528198, 1.5214751958847046, 2.071528673171997, 0.8834132552146912]","[0.9032196402549744, 0.9786826372146606, 1.5859090089797974, 0.9763204455375671]"
