group,text,n_features,dest,mse,mae,rmse,r2,kelly_r2
all,no_text,55,./runs_nasdow/results/20250925-211735_all_no_text,4.375504493713379,1.2367051839828491,2.0917706599226835,0.43646212532412265,0.6360520893658343
